model,split_id,run_seed,fairness_lambda,best_epoch,num_epochs_run,model_path,val_prediction_path,test_prediction_path,val_mae,val_rmse,val_r2,val_true_mean,val_pred_mean,val_age_worst_group_mae,val_age_gap,val_gender_worst_group_mae,val_gender_gap,val_subject_gender_worst_group_mae,val_subject_gender_gap,test_mae,test_rmse,test_r2,test_true_mean,test_pred_mean,test_age_worst_group_mae,test_age_gap,test_gender_worst_group_mae,test_gender_gap,test_subject_gender_worst_group_mae,test_subject_gender_gap
gender_regularized,0,42,0.7,8,15,models/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split00_lambda0p7_seed42.pt,results/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split00_lambda0p7_seed42_val_predictions.csv,results/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split00_lambda0p7_seed42_test_predictions.csv,0.3675926781286597,0.4649633885084404,-0.27988492399053144,2.8445863490994783,3.0775460494204694,0.5235298260134094,0.20213887100643302,0.37100221219995255,0.010078886387635655,0.38046307423586534,0.007033701046269936,0.27914758815213314,0.35935228238005573,0.1941779949322079,3.0553302079086833,3.061983352654135,0.32282093169344295,0.08565161528378354,0.28856669819377806,0.040521004791573,0.2896899483385452,0.04523219456746916
gender_regularized,1,100,0.7,12,19,models/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split01_lambda0p7_seed100.pt,results/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split01_lambda0p7_seed100_val_predictions.csv,results/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split01_lambda0p7_seed100_test_predictions.csv,0.33079008606283766,0.42374335604279406,-0.043344414415368515,2.866643487435258,2.975177479057835,0.3825369092810509,0.08173149761364112,0.34217843558006233,0.02099088342023947,0.32966566045820966,0.0006843533296359006,0.30307088898787365,0.39339780335888797,0.05791080661766501,2.9983442337941884,2.982006124090562,0.3338429977481252,0.08777401406934529,0.32236507055545954,0.08955020908928721,0.32011153140616955,0.09321299723143303
gender_regularized,2,2000,0.7,9,16,models/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split02_lambda0p7_seed2000.pt,results/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split02_lambda0p7_seed2000_val_predictions.csv,results/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split02_lambda0p7_seed2000_test_predictions.csv,0.3509779212229463,0.44771582597176995,-0.16410429165790918,2.9912213121401345,3.0756696939043016,0.384002352281279,0.07317786898275858,0.3739953587579179,0.0661835192360346,0.38198524886628465,0.06986539317797114,0.3164117878221597,0.42460631719252045,-0.011502122016297411,2.9579461385781305,3.0842129459388845,0.38192778902669106,0.10217003297025068,0.33622554404781435,0.031239782931032245,0.36580335075798615,0.0573658806412235
gender_regularized,3,2025,0.7,4,11,models/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split03_lambda0p7_seed2025.pt,results/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split03_lambda0p7_seed2025_val_predictions.csv,results/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split03_lambda0p7_seed2025_test_predictions.csv,0.28536509963162093,0.36635790738875396,0.21759376532598318,2.8865016404681456,2.9199305025979334,0.3198745824841721,0.08390426648139676,0.28888164957994017,0.005730247884984552,0.29687876567452226,0.01137183111723622,0.3221717837968428,0.4100952619474883,-0.0789213981632193,2.926142156624751,2.854158423656155,0.3496795074846598,0.07345003235077946,0.3241836774370695,0.005289631517455873,0.3362227432995204,0.013899188057133582
gender_regularized,4,2026,0.7,7,14,models/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split04_lambda0p7_seed2026.pt,results/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split04_lambda0p7_seed2026_val_predictions.csv,results/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split04_lambda0p7_seed2026_test_predictions.csv,0.34362356912457503,0.44421155969437826,-0.11127029517993914,2.999916345992973,2.93408542716904,0.36854871311771326,0.07847443389877096,0.34961686086602645,0.017211726000554872,0.37698725160612634,0.02803899750752198,0.33412156661578174,0.4286032129990682,0.04589177159134317,2.940087287183476,2.9856031511660506,0.39837824148187695,0.12466144505372262,0.35556983723160923,0.03316113566217793,0.34521218577313995,0.02593701486387129
gender_regularized,5,2027,0.7,15,22,models/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split05_lambda0p7_seed2027.pt,results/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split05_lambda0p7_seed2027_val_predictions.csv,results/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split05_lambda0p7_seed2027_test_predictions.csv,0.2956866940187989,0.3937726156832607,0.04303726066264635,3.002855876062803,2.985981033787432,0.3239014053078284,0.07087561023636968,0.30045212967093227,0.017256926121467564,0.3019328430108393,0.00024248783259744888,0.3325995457430362,0.4291585161874559,0.02823060294259372,3.0076641395554247,2.9437948958294284,0.35322587937422517,0.05975673337607851,0.3383976077476979,0.01155614617403855,0.33553944582340806,0.011730035353793133
gender_regularized,6,2048,0.7,6,13,models/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split06_lambda0p7_seed2048.pt,results/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split06_lambda0p7_seed2048_val_predictions.csv,results/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split06_lambda0p7_seed2048_test_predictions.csv,0.3236927205537495,0.42351503646940586,-0.07210494146261914,3.0406315789473686,2.904122483865838,0.3652334772908307,0.07898062724724497,0.33165457741319193,0.0260245114797355,0.32426604799011016,0.0033380990431248203,0.2926558250279566,0.37946211601753693,0.13618699443935722,2.9021434702082485,2.9650326316561397,0.33882388624330456,0.07296104057257596,0.3015502239431018,0.04648142322581916,0.31069320801907485,0.06394993567374727
gender_regularized,7,4096,0.7,9,16,models/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split07_lambda0p7_seed4096.pt,results/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split07_lambda0p7_seed4096_val_predictions.csv,results/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split07_lambda0p7_seed4096_test_predictions.csv,0.3361898699084168,0.4262916917890025,0.09953212959568103,2.938930380852551,3.0755505048358134,0.38890091730273535,0.09182894285168891,0.3497212068565943,0.03755770284464449,0.3521575383297198,0.0341849390330356,0.3082894382722943,0.3950327684903285,-0.006016310044115292,2.9877187226596678,3.063692327486457,0.38913097378830724,0.1090188192392445,0.3446788516643611,0.0467206958799577,0.3829123462257862,0.08728605981885545
gender_regularized,8,7000,0.7,16,23,models/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split08_lambda0p7_seed7000.pt,results/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split08_lambda0p7_seed7000_val_predictions.csv,results/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split08_lambda0p7_seed7000_test_predictions.csv,0.29265492211062066,0.390952523214258,0.053791711787712804,3.0318020426949546,3.0111851946158916,0.3782212197196886,0.10651176307334198,0.29289589088767015,0.0006251103833103122,0.2991753705681198,0.0002875992102039926,0.3298664162626604,0.4267139598701399,0.029717102947522167,2.9169882100750266,2.920680622241888,0.37963736734607,0.10240999654173583,0.3465294513586956,0.052078962028007714,0.3577088651918033,0.06793396277510028
gender_regularized,9,8192,0.7,4,11,models/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split09_lambda0p7_seed8192.pt,results/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split09_lambda0p7_seed8192_val_predictions.csv,results/Multimodal Fusion Subject Gender MAE Gap Repeated Subject Splits/subject_gender_mae_gap_repeated_split09_lambda0p7_seed8192_test_predictions.csv,0.31201638437420126,0.40220176259274054,0.028470749494035275,3.0434260248090035,3.032395283707575,0.3277147077828616,0.03565562881359391,0.3162282511513536,0.013138002377520941,0.3243580246994541,0.0028442909322715093,0.35574912359717104,0.45852231440926033,-0.151335419998192,2.991055495103373,2.9791694213257003,0.4500927545143301,0.16041826340925913,0.3993280969392024,0.06268245868234967,0.36587247180109117,0.02289368030426231
